Fossil Family,Body part,Original Cost,Adjusted Cost
Tarbosauridae,Partial skeleton,1673621.58,1953895.0
Hypsilophodontidae,Nest with eggs,168290.85,199667.5
Ceratopsidae,Virtually complete skeleton,1245270.36,1453351.58
Allosauridae,Partial skeleton,2514876.76,3013664.43
Hypsilophodontidae,Skull,360095.3,408585.48
Allosauridae,Skull,2241309.38,2390078.61
Stegosauridae,Skull,11408379.15,12028260.92
Stegosauridae,Skeleton,15867626.92,16841355.0
Hadrosauridae,Nest with eggs,613809.3,705134.3
Hypsilophodontidae,Femur,342180.78,406888.78
Dromaeosauridae,Femur,2079284.27,2269703.92
Unidentified,Skull,305528.85,349641.84
Stegosauridae,Virtually complete skeleton,15756325.67,17912108.11
Hypsilophodontidae,Skeleton,543072.98,595770.33
Thescelosauridae,Articulated leg,294699.03,315982.74
Thescelosauridae,Virtually complete skeleton,562745.13,641144.4
Dromaeosauridae,Articulated leg,2585287.21,2837673.56
Tyrannosauridae,Skeleton,7466671.89,8696323.02
Dromaeosauridae,Nest with eggs,1366720.85,1562810.51
Hadrosauridae,Articulated leg,1070682.8,1146925.87
Thescelosauridae,Composite skeleton,349890.54,389397.42
Hypsilophodontidae,Virtually complete skeleton,548113.3,653623.64
Diplodocidae,Composite skeleton,4073879.51,4449158.36
Thescelosauridae,Skeleton,603593.39,650462.37
Apatosauridae,Composite skeleton,9364420.02,10239818.48
Diplodocidae,Skull,2452474.09,2654384.01
Apatosauridae,Nest with eggs,2680653.83,2900316.18
Dromaeosauridae,Composite skeleton,3178128.88,3636351.74
Tarbosauridae,Skeleton,1962501.81,2284310.46
Tyrannosauridae,Virtually complete skeleton,9374765.14,10021057.55
Tyrannosauridae,Skull,4434605.6,4996745.62
Stegosauridae,Skull,11234709.83,12065463.79
Stegosauridae,Virtually complete skeleton,19269720.4,22753301.98
Unidentified,Femur,235129.22,275387.28
Thescelosauridae,Skull,303328.2,318726.97
Diplodocidae,Articulated leg,2539713.26,2986518.28
Apatosauridae,Skull,6070185.84,7067059.91
Allosauridae,Partial skeleton,2385869.57,2790192.81
Hypsilophodontidae,Skull,326676.31,366702.67
Hypsilophodontidae,Nest with eggs,192912.92,216785.28
Stegosauridae,Virtually complete skeleton,19676042.46,22236263.52
Dromaeosauridae,Femur,2107618.84,2411383.57
Apatosauridae,Skull,6136042.69,6892622.9
Stegosauridae,Partial skeleton,12358509.75,14170699.73
Diplodocidae,Composite skeleton,4733274.26,5477470.92
Tyrannosauridae,Skull,4582368.57,4942502.59
Hadrosauridae,Composite skeleton,1798902.08,2134542.95
Hadrosauridae,Skeleton,1758466.24,1898387.51
Apatosauridae,Skeleton,8819411.66,10333847.74
Hadrosauridae,Skeleton,1668987.58,1974667.14
Tyrannosauridae,Nest with eggs,2071000.12,2255490.58
Apatosauridae,Virtually complete skeleton,10292467.24,10821581.9
Dromaeosauridae,Composite skeleton,2973591.15,3450158.73
Diplodocidae,Skeleton,4624791.9,5204557.77
Camptosauridae,Femur,503652.24,598165.22
Stegosauridae,Articulated leg,7243832.17,8283770.92
Camptosauridae,Composite skeleton,913890.13,1076208.43
Camptosauridae,Articulated leg,718061.85,855132.51
Allosauridae,Virtually complete skeleton,3549853.0,3907509.13
Apatosauridae,Partial skeleton,8383881.67,8944824.2
Stegosauridae,Composite skeleton,14980491.76,17808368.17
Camptosauridae,Femur,548724.03,627053.02
Apatosauridae,Femur,5465849.46,6416193.53
Tyrannosauridae,Virtually complete skeleton,8936349.95,9756746.96
Apatosauridae,Skeleton,9603919.89,11115051.83
Tarbosauridae,Skeleton,2484252.35,2717574.96
Apatosauridae,Femur,4837756.49,5374384.53
Allosauridae,Skull,2342828.59,2580878.98
Tyrannosauridae,Nest with eggs,2946303.72,3157300.51
Thescelosauridae,Nest with eggs,169679.77,192832.1
Thescelosauridae,Femur,312332.65,347376.22
Apatosauridae,Nest with eggs,2857013.92,3173152.82
Stegosauridae,Nest with eggs,4485958.26,5118218.32
Tarbosauridae,Femur,1076382.54,1145388.5
Diplodocidae,Nest with eggs,1437378.41,1562044.11
Stegosauridae,Partial skeleton,11849064.24,12616251.37
Hypsilophodontidae,Partial skeleton,460379.18,490816.19
Hadrosauridae,Skeleton,1970123.79,2186890.63
Ceratopsidae,Skull,798607.62,950862.54
Stegosauridae,Composite skeleton,14762572.21,16097052.8
Hypsilophodontidae,Femur,282820.22,317877.62
Hadrosauridae,Partial skeleton,1636008.58,1792551.09
Stegosauridae,Nest with eggs,5757455.71,6169559.17
Allosauridae,Skull,1903657.09,2267100.48
Dromaeosauridae,Articulated leg,2092679.06,2394549.02
Ceratopsidae,Femur,602934.13,661816.36
Apatosauridae,Composite skeleton,5304263.88,6329542.48
Tarbosauridae,Nest with eggs,722910.57,832745.73
Unidentified,Skeleton,474275.5,553660.29
Unidentified,Virtually complete skeleton,564420.71,624675.66
Allosauridae,Partial skeleton,2110918.93,2425435.4
Diplodocidae,Virtually complete skeleton,5193392.62,5880215.94
Thescelosauridae,Partial skeleton,437513.88,516174.56
Allosauridae,Articulated leg,1547618.38,1813568.93
Allosauridae,Virtually complete skeleton,3255213.92,3449465.84
Apatosauridae,Articulated leg,5080304.13,5675840.08
Thescelosauridae,Skeleton,540629.28,647257.51
Dromaeosauridae,Nest with eggs,1077857.35,1195766.57
Allosauridae,Skull,1737362.8,2074681.23
Apatosauridae,Virtually complete skeleton,9619752.61,11096761.14
Hadrosauridae,Skeleton,1761877.59,2010951.22
Hypsilophodontidae,Femur,299321.49,348942.36
Stegosauridae,Composite skeleton,14868453.94,16300307.75
Unidentified,Skull,322527.0,380918.25
Diplodocidae,Composite skeleton,3969133.35,4505793.36
Tarbosauridae,Femur,1275594.05,1366577.75
Camptosauridae,Skull,773310.72,829910.86
Unidentified,Virtually complete skeleton,491413.01,589679.87
Dromaeosauridae,Articulated leg,2256251.23,2695036.68
Apatosauridae,Skeleton,8046048.61,8467796.35
Diplodocidae,Nest with eggs,1674182.84,1930108.32
Tyrannosauridae,Skull,3783842.1,4540405.85
Thescelosauridae,Nest with eggs,181845.02,199524.45
Diplodocidae,Femur,2434473.71,2885962.59
Hadrosauridae,Partial skeleton,1477350.19,1565928.6
Allosauridae,Skeleton,3465314.17,3771633.81
Tarbosauridae,Skull,1634390.51,1913679.36
Diplodocidae,Composite skeleton,4209478.46,4947215.61
Diplodocidae,Femur,2254587.36,2554153.13
Unidentified,Partial skeleton,355664.6,380747.1
Stegosauridae,Nest with eggs,4303107.09,4779273.03
Allosauridae,Nest with eggs,884873.19,1019490.41
Ceratopsidae,Virtually complete skeleton,1423187.23,1575381.14
Camptosauridae,Skull,729501.74,789514.84
Hadrosauridae,Composite skeleton,1510473.01,1763201.2
Camptosauridae,Skeleton,937226.63,1054245.59
Thescelosauridae,Articulated leg,287238.98,323436.54
Unidentified,Articulated leg,290207.5,335183.58
Stegosauridae,Femur,7011315.07,8013505.41
Hadrosauridae,Nest with eggs,606653.03,690142.04
Hadrosauridae,Virtually complete skeleton,2047478.69,2429810.26
Hypsilophodontidae,Composite skeleton,548393.03,604548.12
Thescelosauridae,Virtually complete skeleton,665834.29,766192.49
Allosauridae,Virtually complete skeleton,3661143.99,4272765.03
Allosauridae,Partial skeleton,2307392.46,2506390.28
Tarbosauridae,Femur,1389663.11,1588960.79
Hypsilophodontidae,Articulated leg,390849.04,450200.43
Tarbosauridae,Articulated leg,1381537.86,1611127.78
Apatosauridae,Articulated leg,5016707.11,5496939.08
Dromaeosauridae,Partial skeleton,3224969.85,3483953.49
Tyrannosauridae,Femur,3901083.32,4102613.19
Tyrannosauridae,Articulated leg,3858194.76,4477316.8
Thescelosauridae,Skull,376462.64,426120.47
Hypsilophodontidae,Nest with eggs,189315.63,203067.14
Camptosauridae,Articulated leg,688928.23,804475.11
Allosauridae,Articulated leg,1761014.79,1851379.78
Ceratopsidae,Femur,677634.44,755605.26
Apatosauridae,Virtually complete skeleton,9031399.69,9868087.61
Unidentified,Nest with eggs,184873.38,210623.28
Thescelosauridae,Nest with eggs,172174.28,201996.51
Allosauridae,Articulated leg,2222639.03,2574783.53
Diplodocidae,Virtually complete skeleton,5746330.8,6115680.75
Stegosauridae,Composite skeleton,14322249.47,16733659.62
Apatosauridae,Articulated leg,5805317.81,6930853.73
Camptosauridae,Partial skeleton,829745.39,946000.2
Camptosauridae,Nest with eggs,285935.52,300926.78
Diplodocidae,Skeleton,3839680.91,4544055.6
Ceratopsidae,Articulated leg,717966.13,851968.55
Hypsilophodontidae,Partial skeleton,425608.97,467341.91
Hypsilophodontidae,Composite skeleton,509589.08,558930.71
Hypsilophodontidae,Virtually complete skeleton,553830.06,648302.59
Allosauridae,Nest with eggs,954482.33,1065721.42
Dromaeosauridae,Virtually complete skeleton,4479649.41,5139819.95
Allosauridae,Partial skeleton,2369426.62,2585231.85
Thescelosauridae,Virtually complete skeleton,598349.03,645357.32
Apatosauridae,Virtually complete skeleton,10255353.05,11487812.23
Diplodocidae,Articulated leg,2575684.51,2728870.35
Tyrannosauridae,Skeleton,6753140.81,7428430.45
Ceratopsidae,Nest with eggs,383315.02,424713.85
Tarbosauridae,Nest with eggs,587509.75,689318.91
Ceratopsidae,Skeleton,979760.95,1032466.03
Ceratopsidae,Skeleton,1020184.32,1187144.71
Dromaeosauridae,Virtually complete skeleton,4335814.15,5169824.32
Hypsilophodontidae,Skeleton,587594.07,667457.73
Allosauridae,Articulated leg,1884356.0,2003603.09
Ceratopsidae,Skull,670946.88,768764.1
Camptosauridae,Skull,785868.22,861076.45
Ceratopsidae,Skull,683310.63,798401.79
Apatosauridae,Partial skeleton,6433615.8,6788979.19
Dromaeosauridae,Virtually complete skeleton,5186891.02,6005973.4
Tarbosauridae,Skeleton,2150280.15,2571060.46
Dromaeosauridae,Skeleton,4043474.68,4270369.93
Tyrannosauridae,Composite skeleton,6926757.31,8168190.76
Allosauridae,Femur,1504896.12,1735587.21
Apatosauridae,Partial skeleton,7799548.41,8650406.73
Dromaeosauridae,Virtually complete skeleton,4683420.64,5380663.5
Thescelosauridae,Nest with eggs,170551.3,201378.79
Tarbosauridae,Nest with eggs,684659.55,736450.01
Hadrosauridae,Skeleton,1697122.95,1925747.88
Allosauridae,Femur,1731548.48,1990652.96
Tyrannosauridae,Composite skeleton,5888570.62,6291746.28
Hypsilophodontidae,Nest with eggs,210087.44,236259.59
Allosauridae,Skull,2075767.52,2350218.14
Diplodocidae,Virtually complete skeleton,5836885.21,6671184.44
Tyrannosauridae,Composite skeleton,8529527.34,9329171.15
Thescelosauridae,Skull,355394.4,426276.69
Thescelosauridae,Partial skeleton,440712.64,499048.16
Hypsilophodontidae,Skeleton,618393.6,685157.71
Tarbosauridae,Skull,1455044.3,1604833.93
Stegosauridae,Skull,9802714.98,11366749.83
Hadrosauridae,Composite skeleton,1752999.01,1845213.4
Thescelosauridae,Virtually complete skeleton,677058.1,756256.31
Thescelosauridae,Skull,345232.55,401762.7
Dromaeosauridae,Nest with eggs,1304009.07,1544749.28
Hypsilophodontidae,Nest with eggs,216143.77,251349.25
Diplodocidae,Virtually complete skeleton,5490016.5,6042577.76
Dromaeosauridae,Femur,2172276.86,2477556.05
Hypsilophodontidae,Femur,305625.04,346455.27
Allosauridae,Femur,1574979.21,1774836.16
Dromaeosauridae,Femur,1711857.01,1921040.46
Apatosauridae,Virtually complete skeleton,12160299.11,14377331.12
Unidentified,Partial skeleton,377684.13,434927.68
Hadrosauridae,Skull,1121143.36,1182429.87
Thescelosauridae,Virtually complete skeleton,566751.61,679084.48
Thescelosauridae,Composite skeleton,479765.62,567211.12
Tyrannosauridae,Nest with eggs,2381373.19,2665828.77
Unidentified,Virtually complete skeleton,516246.85,616328.84
Unidentified,Composite skeleton,393298.94,432411.48
Allosauridae,Skull,2041423.51,2252607.1
Tyrannosauridae,Skull,5735754.28,6515185.59
Allosauridae,Composite skeleton,2700698.87,3140801.68
Apatosauridae,Partial skeleton,7227989.43,8010160.61
Hypsilophodontidae,Skeleton,622208.0,677206.92
Apatosauridae,Nest with eggs,3170957.61,3510962.35
Hadrosauridae,Nest with eggs,577622.99,609112.17
Tarbosauridae,Femur,1060933.06,1165354.64
Tarbosauridae,Nest with eggs,664936.23,723834.41
Stegosauridae,Virtually complete skeleton,16719305.79,18305122.98
Camptosauridae,Articulated leg,642016.05,731268.19
Thescelosauridae,Partial skeleton,333408.97,353514.19
Camptosauridae,Skeleton,1099506.76,1204216.23
Hadrosauridae,Femur,943383.88,1116724.91
Allosauridae,Composite skeleton,3092362.21,3566435.88
Unidentified,Composite skeleton,329852.76,361301.78
Stegosauridae,Femur,8443960.08,9451655.14
Dromaeosauridae,Femur,2041913.3,2189774.75
Hadrosauridae,Composite skeleton,1555665.0,1670491.2
Ceratopsidae,Skull,674797.18,790048.71
Tyrannosauridae,Skeleton,6659662.11,7706865.79
Camptosauridae,Nest with eggs,375729.95,429587.17
Hadrosauridae,Nest with eggs,586526.89,651851.79
Ceratopsidae,Skeleton,1230413.78,1359656.71
Apatosauridae,Partial skeleton,5743308.53,6200697.4
Unidentified,Virtually complete skeleton,524828.36,575557.73
Tarbosauridae,Composite skeleton,1810972.16,1951466.69
Camptosauridae,Partial skeleton,876208.09,941871.45
Tyrannosauridae,Skull,4497295.73,5264878.41
Diplodocidae,Skeleton,4253933.78,4961500.43
Unidentified,Composite skeleton,414946.87,493146.55
Ceratopsidae,Nest with eggs,411564.37,455586.55
Hypsilophodontidae,Skeleton,637297.56,679269.05
Hadrosauridae,Virtually complete skeleton,1909432.09,2282336.39
Hypsilophodontidae,Skeleton,564032.49,629944.51
Stegosauridae,Femur,8800226.12,9787259.78
Tyrannosauridae,Femur,3872787.99,4445274.95
Camptosauridae,Virtually complete skeleton,1335241.56,1495604.61
Stegosauridae,Nest with eggs,6116254.53,7109135.33
Ceratopsidae,Femur,578201.56,664767.88
Camptosauridae,Articulated leg,614429.1,688919.57
Dromaeosauridae,Partial skeleton,2768044.14,3231771.71
Dromaeosauridae,Articulated leg,1823579.59,1942990.03
Stegosauridae,Skull,9117588.49,10600163.86
Thescelosauridae,Skull,348857.34,402145.75
Thescelosauridae,Nest with eggs,186845.11,221718.08
Dromaeosauridae,Composite skeleton,3690035.25,4078769.16
Dromaeosauridae,Nest with eggs,1005792.43,1195562.38
Hypsilophodontidae,Articulated leg,279203.46,304517.25
Camptosauridae,Partial skeleton,719369.32,852977.78
Stegosauridae,Partial skeleton,10715638.17,11597530.44
Tarbosauridae,Virtually complete skeleton,2817953.06,3321058.65
Unidentified,Skull,356516.24,418401.74
Diplodocidae,Composite skeleton,3937948.71,4331086.13
Unidentified,Femur,207403.14,246992.42
Hypsilophodontidae,Skeleton,685902.57,725914.1
Hadrosauridae,Nest with eggs,533526.46,614959.35
Dromaeosauridae,Nest with eggs,1199380.67,1291721.54
Diplodocidae,Skeleton,4926274.9,5293062.74
Tyrannosauridae,Skull,5369514.77,6259900.5
Stegosauridae,Virtually complete skeleton,16669952.36,19491953.17
Unidentified,Partial skeleton,345043.63,376398.36
Diplodocidae,Virtually complete skeleton,5938647.45,6727381.35
Allosauridae,Composite skeleton,2119932.57,2521454.46
Unidentified,Femur,244271.58,289697.7
Tarbosauridae,Nest with eggs,913134.22,1025772.81
Apatosauridae,Skull,5391923.44,6314152.67
Ceratopsidae,Virtually complete skeleton,1197160.78,1422079.47
Apatosauridae,Composite skeleton,8614773.56,9677523.61
Diplodocidae,Partial skeleton,4128922.51,4763061.06
Tarbosauridae,Nest with eggs,763401.96,802725.1
Allosauridae,Skeleton,3295286.54,3634023.01
Stegosauridae,Virtually complete skeleton,17538276.22,19856630.48
Apatosauridae,Skull,6393736.38,7064699.98
Diplodocidae,Skull,3511962.69,3969735.21
Unidentified,Skeleton,397107.33,465444.96
Ceratopsidae,Virtually complete skeleton,1473743.1,1649929.09
Allosauridae,Skull,1945360.86,2098012.31
Tyrannosauridae,Partial skeleton,5094446.9,5474567.8
Stegosauridae,Virtually complete skeleton,17717828.86,21107617.13
Unidentified,Skull,332169.4,365639.16
Thescelosauridae,Partial skeleton,415943.95,497297.91
Camptosauridae,Femur,615849.95,681796.57
Camptosauridae,Skeleton,1111988.84,1284079.03
Diplodocidae,Nest with eggs,1257770.63,1370419.06
Dromaeosauridae,Articulated leg,2075949.45,2406119.24
Camptosauridae,Virtually complete skeleton,1079578.95,1198040.77
Unidentified,Femur,212194.96,236520.13
Apatosauridae,Skull,6045996.05,6581302.29
Ceratopsidae,Composite skeleton,1040114.57,1209080.11
Stegosauridae,Nest with eggs,4831883.87,5788306.69
Dromaeosauridae,Skeleton,3752507.51,4031880.36
Camptosauridae,Nest with eggs,298930.54,341987.38
Tyrannosauridae,Virtually complete skeleton,8355520.65,9005795.36
Allosauridae,Virtually complete skeleton,3195291.16,3525889.01
Apatosauridae,Virtually complete skeleton,10302898.63,11510220.4
Hypsilophodontidae,Skull,442181.32,503617.48
Hypsilophodontidae,Femur,276954.29,306437.4
Thescelosauridae,Skull,331661.39,351306.08
Dromaeosauridae,Skeleton,3529079.58,3999103.29
Diplodocidae,Composite skeleton,4316649.55,5175223.46
Apatosauridae,Nest with eggs,2738606.28,3075890.01
Allosauridae,Articulated leg,1697861.37,1829034.92
Camptosauridae,Skeleton,1029043.89,1099919.59
Hadrosauridae,Composite skeleton,1568527.27,1739280.68
Hadrosauridae,Articulated leg,1156264.82,1217471.74
Ceratopsidae,Composite skeleton,1123982.48,1207347.72
Apatosauridae,Nest with eggs,2709790.82,3037747.41
Stegosauridae,Virtually complete skeleton,15795380.8,17163591.14
Allosauridae,Composite skeleton,2674528.42,3013124.55
Stegosauridae,Partial skeleton,10628750.33,11899238.65
Dromaeosauridae,Virtually complete skeleton,4040033.18,4462165.52
Dromaeosauridae,Virtually complete skeleton,4138880.32,4530478.3
Stegosauridae,Composite skeleton,13537550.23,14999177.45
Hypsilophodontidae,Skeleton,541675.96,630554.63
Hypsilophodontidae,Composite skeleton,524371.67,582581.47
Diplodocidae,Nest with eggs,1654320.5,1800156.86
Dromaeosauridae,Partial skeleton,2540173.69,2715979.69
Apatosauridae,Articulated leg,5148211.17,5676943.13
Ceratopsidae,Skeleton,1218530.01,1422802.95
Diplodocidae,Nest with eggs,1427139.75,1535012.16
Apatosauridae,Virtually complete skeleton,9235614.79,9945167.99
Thescelosauridae,Virtually complete skeleton,571995.6,602301.7
Ceratopsidae,Nest with eggs,382581.11,452241.11
Allosauridae,Skull,1651102.92,1843140.57
Camptosauridae,Skull,741792.03,845705.97
Tarbosauridae,Virtually complete skeleton,2482443.99,2868822.43
Hypsilophodontidae,Partial skeleton,410444.83,483535.95
Ceratopsidae,Skeleton,1252410.44,1489364.95
Thescelosauridae,Skeleton,514059.64,588867.52
Tarbosauridae,Femur,1344257.58,1595154.82
Apatosauridae,Articulated leg,5055414.87,5961697.07
Ceratopsidae,Skull,906446.53,1050964.3
Tyrannosauridae,Articulated leg,3924054.81,4441073.71
Diplodocidae,Virtually complete skeleton,4245490.14,4600596.66
Unidentified,Skull,278176.57,309314.22
Camptosauridae,Nest with eggs,361688.95,390607.08
Dromaeosauridae,Articulated leg,2163190.52,2342187.1
Ceratopsidae,Femur,628057.51,719328.76
Stegosauridae,Virtually complete skeleton,17719804.81,20816763.8
Hypsilophodontidae,Skull,297911.48,335114.95
Tyrannosauridae,Skeleton,7586234.64,9019900.45
Tarbosauridae,Partial skeleton,1950677.83,2204188.72
Apatosauridae,Composite skeleton,9417914.91,10325826.47
Apatosauridae,Virtually complete skeleton,10167766.9,10741816.78
Stegosauridae,Skeleton,14293771.32,15688767.9
Unidentified,Nest with eggs,139837.64,163663.7
Diplodocidae,Composite skeleton,4066706.32,4545446.45
Camptosauridae,Femur,543405.12,645701.94
Diplodocidae,Partial skeleton,3879574.16,4314360.9
Hadrosauridae,Virtually complete skeleton,1985012.98,2340785.85
Allosauridae,Partial skeleton,2264183.5,2449340.93
Diplodocidae,Composite skeleton,4013688.23,4557527.71
